k,k',investment,v(k)
4.452577663577964,4.571313067940043,0.3858900641767571,8.178631286205928
4.511945365759003,4.630680770121082,0.38945212630761983,8.229731237613429
4.571313067940043,4.690048472302122,0.3930141884384817,8.280258476555082
4.630680770121082,4.749416174483161,0.3965762505693444,8.330417029346702
4.690048472302122,4.808783876664201,0.4001383127002063,8.380040316542019
4.749416174483161,4.86815157884524,0.403700374831069,8.429339237753132
4.808783876664201,4.92751928102628,0.4072624369619309,8.47813870895155
4.86815157884524,4.986886983207319,0.4108244990927936,8.526656914204207
4.92751928102628,5.046254685388359,0.41438656122365636,8.57471002895059
4.986886983207319,5.105622387569398,0.4179486233545182,8.62252393767482
5.046254685388359,5.164990089750438,0.42151068548538095,8.669905817944015
5.105622387569398,5.164990089750438,0.3657050454352033,8.717089677106129
5.164990089750438,5.224357791931477,0.36926710756606607,8.763873416605563
5.224357791931477,5.283725494112517,0.3728291696969288,8.81023863127187
5.283725494112517,5.343093196293556,0.37639123182779066,8.856212058190058
5.343093196293556,5.402460898474596,0.3799532939586534,8.90182053474706
5.402460898474596,5.461828600655635,0.38351535608951526,8.947091037605107
5.461828600655635,5.521196302836675,0.387077418220378,8.992050721738917
5.521196302836675,5.580564005017714,0.39063948035123985,9.036726959625634
5.580564005017714,5.639931707198754,0.3942015424821026,9.081147380674306
5.639931707198754,5.699299409379793,0.39776360461296534,9.125339910980317
5.699299409379793,5.7586671115608326,0.4013256667438272,9.169332813488708
5.7586671115608326,5.818034813741872,0.40488772887468993,9.213154728649535
5.818034813741872,5.8774025159229115,0.4084497910055518,9.256834715647601
5.8774025159229115,5.8774025159229115,0.35264415095537505,9.300402294288583
5.936770218103951,5.936770218103951,0.3562062130862378,9.343297735574936
5.9961379202849905,5.9961379202849905,0.35976827521709964,9.385432555912386
6.05550562246603,5.9961379202849905,0.3039626351669229,9.426962626697192
6.1148733246470695,6.05550562246603,0.30752469729778475,9.468394154243938
6.174241026828109,6.1148733246470695,0.3110867594286475,9.509703498905335
6.233608729009148,6.174241026828109,0.31464882155950935,9.550868490800008
6.292976431190188,6.233608729009148,0.3182108836903721,9.591868355881951
6.352344133371227,6.292976431190188,0.32177294582123483,9.632683645539142
6.411711835552267,6.352344133371227,0.3253350079520967,9.673296169553574
6.471079537733306,6.411711835552267,0.32889707008295943,9.713688932262894
6.530447239914346,6.471079537733306,0.3324591322138213,9.753846071771891
6.589814942095385,6.530447239914346,0.336021194344684,9.793752802069168
6.649182644276425,6.589814942095385,0.33958325647554677,9.833395357911574
6.708550346457464,6.649182644276425,0.3431453186064086,9.872760942345465
6.767918048638504,6.708550346457464,0.34670738073727136,9.911837676740168
6.827285750819543,6.708550346457464,0.29090174068709374,9.950763695696503
6.886653453000583,6.767918048638504,0.2944638028179565,9.989472551230905
6.946021155181622,6.827285750819543,0.29802586494881833,10.028015776935508
7.005388857362662,6.886653453000583,0.3015879270796811,10.066329931685923
7.064756559543701,6.946021155181622,0.3051499892105438,10.104464827711963
7.124124261724741,7.005388857362662,0.30871205134140567,10.142359892857806
7.18349196390578,7.064756559543701,0.3122741134722684,10.180063269818092
7.24285966608682,7.124124261724741,0.31583617560313026,10.217517124184026
7.302227368267859,7.18349196390578,0.319398237733993,10.254767979975083
7.361595070448899,7.24285966608682,0.32296029986485575,10.291760615617578
7.420962772629938,7.24285966608682,0.2671546598146781,10.328683052309971
